playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID
19309,Trevor Richards,TOR,2,1,0,56,3,72.2,13.00458898,4.334862992,1.610091969,0.3125,0.72127139,0.319767441,0.154761904,4.954129134,3.55,4.218343247,3.803869069,0.343661889,0.4341716,92.78266078,-6.938331887,,,,,,,0.5658284,82.53734171,7.452411346,,,,,,,,,,,,,,,,,,,,102.9776471,,105.4853492,,,,,,104.0907044,97.70398085,106.0087872,,670950
19312,Cal Quantrill,CLE,4,7,0,19,19,99.2,5.237458328,3.160535198,0.993311062,0.3003003,0.68313953,0.408163265,0.088,5.237458328,5.85,4.790157456,5.428976561,0.730085909,0.19064327,94.12957726,-0.771913562,0.24093567,88.29169827,-3.444137197,0.2374269,93.80668873,1.871397957,0.09122807,86.03470553,-2.441574007,,,,0.10935673,82.20242522,2.289865613,,,,0.13040936,87.1019829,-4.445204649,,,,,,,,84.98612717,103.2085561,74.95294118,85.75935302,,,103.217233,112.7,95.01475219,97.59527697,94.90740525,,615698
19315,Matt Krook,NYY,0,0,0,4,0,4,6.750001609,13.50000322,2.250000536,0.411764706,0.23809524,0.611111111,0.2,24.7500059,5.7,9.50504185,8.32173126,-0.128884077,,,,0.14953271,86.0256424,-0.24899888,0.6635514,88.74995186,-3.157590687,0.01869159,81.78994751,0.187837064,0.1682243,81.23099772,-0.315738119,,,,,,,,,,,,,,,,,58.26666667,,,72.86428571,97.23888889,,48.375,,68.822,85.773,79.812,,640454
19316,Eric Lauer,MIL,4,6,0,10,9,46.2,8.292857425,4.628571586,3.085714391,0.296875,0.70143885,0.25,0.216216216,6.55714308,7.54,7.412183358,5.576783934,-0.834185399,0.43127962,91.16527381,-3.537390016,0.35545024,87.08255859,-5.909244936,,,,0.007109,83.18186696,-1.060603436,0.08175355,82.89029019,0.989625927,0.12440758,75.68814755,-6.685764935,,,,,,,,,,,,,,59.08333333,89.06,79.04657534,,89.41060606,,81.54900662,,82.2196674,96.75462377,90.17014826,,641778
19320,Joey Lucchesi,NYM,4,0,0,9,9,46.2,6.171428908,3.278571607,0.771428613,0.285714286,0.80139373,0.45323741,0.074074074,2.892857301,5.44,4.219326126,5.018204628,0.689836621,0.23444284,90.61730806,4.678621843,,,,0.51085384,90.1655066,3.533041112,0.24891462,78.09259743,-3.686966341,,,,,,,,,,0.00578871,82.42819977,0.058793716,,,,,,,,53.26,73.75930233,,78.88333333,,,73.87044025,,76.35616836,97.41465893,90.11146589,,664192
19330,Matt Festa,SEA,0,0,0,8,0,9,13.00000138,12.00000127,1.000000106,0.176470588,0.82191781,0.333333333,0.09090909,4.000000424,5.66,5.810596186,6.386915057,-0.11497435,0.47692308,91.9937521,-2.343530934,0.10769231,89.54251535,0.217679024,,,,,,,0.41538462,82.88882861,2.165607888,,,,,,,,,,,,,,,,,,,98.304,,135.0495726,,104.1,,117.2666667,86.28571429,92.71948052,,670036
19337,Richard Lovelady,OAK,0,3,0,27,0,23.1,9.257145632,3.857144013,1.157143204,0.214285714,0.6302521,0.474576271,0.125,4.628572816,3.85,4.540755031,4.569916843,0.005014307,0.30952381,91.0122279,0.92418268,,,,0.21428571,91.11518615,1.814110979,0.01058201,86.62384796,0.044022832,0.46560847,86.09302313,-1.033339579,,,,,,,,,,,,,,,,,149.1,,84.12288136,75.945,100.1636364,,,,90.53146667,99.98613333,97.83786667,,663992
19339,Nicky Lopez,ATL,0,0,0,2,0,2.1,0,7.714286765,3.857143383,0.3,0.86956522,0.363636363,0.166666666,7.714286765,8.32,11.39789861,10.0779458,-0.086904064,0.78571429,62.0127545,-1.380021852,,,,,,,0.21428571,54.43746609,-0.152274359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670032
19343,A.J. Puk,MIA,7,5,15,58,0,56.2,12.38823752,2.064706253,1.588235579,0.316546763,0.72727273,0.44217687,0.169491525,3.970588948,3.04,3.590334537,3.017647731,0.923940897,0.50947368,95.86386235,3.507353216,,,,0.05157895,95.39061504,0.868300717,,,,0.42421053,83.97017486,-2.305395465,,,,,,,0.01473684,87.41745431,-0.158754967,,,,,,,,101.5,,108.0156701,111.3520833,123.5530516,,,,115.1357069,102.7941176,109.3260062,,640462
19349,Caleb Ferguson,LAD,7,4,3,68,7,60.1,10.44199082,3.430939841,0.59668519,0.363636364,0.72706935,0.49090909,0.09090909,3.430939841,3.85,3.337913303,3.681794201,1.301434204,0.66826462,95.87523258,1.521022972,,,,,,,,,,0.33173538,86.16785021,-0.831789441,,,,,,,,,,,,,,,,,,,107.749435,,120.44,,107.4412844,,108.226293,101.2691173,100.317735,,657571
19350,Dean Kremer,BAL,13,5,0,32,32,172.2,8.183398166,2.866795536,1.40733599,0.293279022,0.75569358,0.393410852,0.139175257,4.11776086,4.93,4.51179719,4.336605521,1.489335537,0.36820513,94.64245299,3.610196561,0.23931624,88.66560268,0.078808539,0.14837607,91.85282258,8.477848995,0.12205128,85.32409839,-4.880262733,0.03316239,83.03816648,-1.411945958,0.08888889,78.08364633,-5.952802029,,,,,,,,,,,,,,86.07799443,93.08390805,105.9641144,84.45058824,116.2510417,,103.6797143,,99.07091034,101.8422656,100.3057837,,665152
19354,Luke Raley,TBR,0,0,0,2,0,2.2,3.375000805,0,6.750001609,0.5625,0.24390244,0.277777777,0.333333333,30.37500724,23.46,12.25504251,6.225082514,-0.111403465,1,53.5820372,-5.898694027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5,93.9,77.15,,670042
19360,Lucas Erceg,OAK,4,4,0,50,0,55,11.12727504,5.890910317,0.163636398,0.357142857,0.65502183,0.460992907,0.020408163,4.745455533,3.69,3.309585825,4.546208554,0.812163174,0.27635328,97.99008672,2.893495299,,,,0.30959164,98.00638061,0.388917804,0.22127255,90.25816457,1.509396482,0.07407407,89.98488206,-3.618590973,0.11870845,85.60671875,-1.249026462,,,,,,,,,,,,,,90.97896996,,98.04314381,130.077116,103.0754839,,88.7372093,,107.5907322,96.90926784,98.81909175,,668674
19361,Corbin Burnes,MIL,10,8,0,32,32,193.2,9.294320626,3.067125807,1.022375269,0.243852459,0.74918567,0.440944881,0.127906976,3.392427028,3.38,3.812699597,3.804316645,3.446897984,0.00292303,95.49458822,-0.264121164,0.55082819,94.42592866,26.43772388,0.07729782,95.29054786,-5.915150855,0.11237415,89.3328554,3.68230436,0.084443,86.0769381,2.770784937,0.17213381,79.88080778,7.26890979,,,,,,,,,,,,,,82.03641618,160.1304924,,102.5838983,143.7250951,,127.166823,,127.3688713,102.1658769,106.5948009,,669203
19362,Keegan Akin,BAL,2,2,0,24,1,23.2,10.26760922,2.661972761,0.760563646,0.434210526,0.51020408,0.337662337,0.068965517,6.845072813,4.73,2.959265608,3.886612448,0.411276124,0.59866962,93.74718289,1.796490546,,,,,,,0.14855876,85.55582622,-4.020521961,0.25055432,86.10603265,-2.274403132,0.00221729,72.49189758,-0.036386766,,,,,,,,,,,,,,85.12089552,90.4,106.698524,,112.5,,,,104.9143805,104.9668142,102.9661504,,669211
19388,Tony Gonsolin,LAD,8,5,0,20,20,103,7.165048544,3.495145631,1.660194175,0.233449477,0.67669173,0.359735973,0.137681159,4.980582524,5.89,5.429797641,5.2469097,0.348325223,0.39483173,92.55348055,9.348596763,,,,,,,,,,0.18329327,86.83534196,-1.761082776,0.15024038,80.9830625,-6.017145135,,,,0.27163462,83.07686325,1.173927132,,,,,,,,,106.9302789,79.71202435,,90.34605263,,,119.8396018,96.69579327,96.92710337,97.85480769,,664062
19392,Zach McKinstry,DET,0,0,0,1,0,1,0,0,9,0.4,0.625,0.5,0.5,18,24.5,16.25504036,6.561743867,-0.052160714,0.95454545,81.36201404,-1.774715848,,,,,,,0.04545455,67.02400208,-0.036386766,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,,1.445454545,100.5272727,70.94090909,,656716
19403,Colin Poche,TBR,12,3,1,66,0,60.2,9.049452067,3.560440157,0.593406693,0.243589744,0.81433225,0.339743589,0.052631578,2.225275098,2.65,3.337457956,4.55154717,1.125454187,0.65048544,92.66653711,3.540149208,,,,,,,,,,0.34951456,84.67816237,7.299265694,,,,,,,,,,,,,,,,,,,122.9291874,,78.96018519,,,,107.5613808,95.29029126,100.8522114,,621363
19407,Ronel Blanco,HOU,2,1,0,17,7,52,9,4.846153846,2.076923077,0.28030303,0.80385852,0.347222222,0.179104477,4.5,5.13,5.98580959,5.116089735,-0.370749153,0.40220994,94.50776689,-10.43703044,,,,,,,0.08950276,85.54576582,0.369100261,0.48618785,88.02232777,8.133250374,0.02209945,80.10436707,-0.173681088,,,,,,,,,,,,,,94.40617284,109.165,103.5524725,,93.20886364,,,,97.91265825,95.89744836,98.52900594,,669854
19409,Dane Dunning,TEX,12,7,0,35,26,172.2,7.297297405,2.866795409,1.042471058,0.287726358,0.775,0.463178294,0.117647058,3.700772255,4.48,4.268553888,4.390579748,2.013317613,0.01335312,90.73006015,-2.781465754,0.20771513,88.93140346,4.452045217,0.34272997,90.87960802,11.33172286,0.15578635,85.59853283,-3.173647564,0.23442136,81.99354804,0.851494148,0.04599407,77.627246,-1.909019165,,,,,,,,,,,,,,64.7888361,78.49047619,70.90232558,79.10291153,100.8238095,,89.632282,,83.58826546,101.975188,95.9658175,,641540
19427,Shane Bieber,CLE,6,6,0,21,21,128,7.5234375,2.390625,0.984375,0.293333333,0.74257426,0.47150259,0.119658119,3.796875,4.83,3.872227859,3.961619697,2.077474356,0.35056295,91.61087477,6.320313845,0.22978506,86.8826385,3.464391325,0.00102354,89.94424438,0.012963004,0.03531218,87.43069945,-2.786805365,0.24718526,85.09948402,1.192845426,0.13613101,82.76632254,-1.93907132,,,,,,,,,,,,,,59.03676471,,80.50727802,,110.9626238,155.2108209,95.1595057,,100.3189867,101.2115148,99.38981576,,669456
19432,Yonny Hernández,LAD,0,0,0,1,0,1,0,0,0,0.25,1,0.25,0,0,4.83,3.255040359,6.561743867,0.006896694,0.6,74.09363302,0.392215777,,,,,,,0.4,48.6915741,-0.072962645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660634
19444,Yohan Ramírez,- - -,1,0,0,31,0,38.1,8.217392599,3.991304977,0.704347937,0.327272727,0.73248408,0.584070796,0.125,4.226087622,4.24,4.637649273,4.655399939,-0.059997374,,,,,,,0.70338983,95.14960035,2.092389096,0.03531073,89.6617511,0.466111608,0.26129944,82.87714448,-2.117230922,,,,,,,,,,,,,,,,,122.136,,72.3,79.24889336,138.8854054,,,,95.98257723,90.4083195,92.68110995,,670990
19447,Patrick Sandoval,LAA,7,13,0,28,28,144.2,7.9631342,4.60368696,0.746543831,0.306451613,0.64985451,0.46590909,0.09090909,4.105991072,4.7,4.181307706,4.611554958,2.348120928,0.25458015,93.00845671,-8.254573338,,,,0.1129771,93.20336914,1.358441435,0.25763359,82.92999421,2.035361953,0.28473282,86.47803913,0.210919231,0.09007634,76.45084911,0.641507998,,,,,,,,,,,,,,98.63674074,99.12542373,63.23770492,68.64310345,123.4175978,,,,92.13865289,97.21282051,97.41350938,,663776
19454,Michael Rucker,CHC,2,1,0,35,0,40.1,8.925621804,4.239670357,1.338843271,0.305555556,0.74144487,0.517543859,0.1875,4.909091992,4.48,4.841817569,4.219683286,-0.084493712,0.39499305,94.83633638,-3.422679845,0.27121001,89.66131811,1.941220909,0.01947149,94.00539725,-0.334042683,0.04589708,90.58206824,-1.023760103,0.16968011,85.86790791,0.483991139,0.09874826,80.96924516,0.873018436,,,,,,,,,,,,,,83.25,102.2959459,105.9438596,97.33846154,116.0403226,,103.8680628,,106.2304404,92.95582902,96.02305699,,621074
19459,Jorge Alcala,MIN,0,1,0,11,0,17.1,8.307692917,5.192308073,2.596154037,0.209302326,0.66666667,0.354166666,0.217391304,6.230769688,5.74,7.062732947,5.506603429,-0.42947191,0.23197492,95.92118877,-1.896576986,,,,0.13166144,95.08604794,0.033058457,0.21943574,89.09937221,2.040539782,0.4169279,88.05843221,-2.541775201,,,,,,,,,,,,,,,,,78,,112.9271429,78.6375,121.1458647,,,,104.0084906,92.91446541,93.19150943,,660896
19479,Aaron Civale,- - -,7,5,0,23,23,122.1,8.534060034,2.427792941,0.882833797,0.286982249,0.76804916,0.389534883,0.089552238,3.457765704,3.69,3.565667066,4.101491063,2.562538028,0.1234445,91.92519452,-1.593809661,0.36983574,87.77671812,8.524530604,0.18516675,92.43401115,5.927462608,0.01692384,85.29515165,-2.152984582,0.06022897,82.61179219,-0.090272665,0.2444002,78.16809007,4.211634953,,,,,,,,,,,,,,,153.395723,75.7608871,75.0188172,127.6777778,,95.59410977,58.09117647,104.6377665,105.5629995,103.6937551,,650644
19482,Andrew Vasquez,- - -,2,1,0,42,0,48.1,8.006898342,4.282759578,0.744827753,0.295774648,0.78125,0.464788732,0.083333333,3.351724887,3.85,4.413661308,4.979748694,0.177060306,0.07151231,89.17110856,-0.282903936,,,,0.04454865,88.81900506,-1.045024931,0.01524033,83.39619328,-0.378664605,0.86869871,80.42492725,3.861491706,,,,,,,,,,,,,,,,,108.9384615,106.8255814,68.57096774,87.01621622,112.5434097,,,,107.6751682,92.23504578,101.5980211,,607755
19487,Devin Smeltzer,MIA,0,1,0,9,1,22.1,6.447761561,1.61194039,2.820895683,0.31884058,0.69852941,0.342105263,0.2,6.447761561,7.73,6.971458482,5.487905176,-0.316916212,0.4099723,89.35779139,-2.330173053,0.0498615,84.00837199,0.565515388,,,,0.27700831,82.80433838,-1.500083085,0.11634349,78.160529,-4.105803985,0.1468144,74.79131735,0.514593985,,,,,,,,,,,,,,91.474,94.27037037,79.41959459,,78.54726661,,86.95555556,,84.99445019,98.70749765,93.70855981,,656970
19493,Zach Jackson,OAK,2,1,1,19,0,18,11.50000244,5.00000106,0.500000106,0.369565217,0.78947368,0.260869565,0.04347826,2.50000053,3.58,3.088373658,4.47876786,0.442314416,0.59408602,93.60671486,2.174336206,,,,,,,,,,,,,0.40591398,84.45916546,-1.733466554,,,,,,,,,,,,,,2.733333333,,82.26880734,,115.094702,,,,94.95188172,90.36129032,91.73198925,,667427
19531,Jason Foley,DET,3,3,7,70,0,69,7.17391463,1.956522172,0.260869623,0.310344828,0.76726343,0.570731707,0.041666666,2.608696229,3.74,2.733301114,3.506647432,1.508998156,0.00286533,98.14726766,-0.003202513,,,,0.6991404,97.27653262,17.06904339,0.12416428,91.48459285,-1.571893658,0.17382999,89.04446042,-1.261344045,,,,,,,,,,,,,,,,,72.01726619,,190.9,107.1731674,113.882967,,,,103.8175238,105.8272381,106.0892381,,671345
19541,Jimmy Lambert,CHW,2,3,1,35,1,37.2,9.796461831,4.778761869,2.389380934,0.31,0.75,0.342592592,0.204081632,5.256638055,5.74,6.201943512,4.901436282,-0.555697231,0.43620178,94.30464058,-4.39510294,0.01186944,90.15564728,-0.611740708,,,,0.10237389,85.78280463,0.04655255,0.29228487,85.74267175,-4.374852985,0.15727003,76.44679491,1.055450559,,,,,,,,,,,,,,81.88115942,,96.93707483,,114.8112195,72.1754717,,,97.00805675,96.5373953,97.0192832,,669424
19545,Stephen Nogosek,NYM,0,1,0,13,0,25.2,8.766235286,4.90909176,2.103896469,0.309859155,0.78651685,0.376623376,0.1875,5.610390583,5.66,6.216079834,5.238440293,-0.382539302,0.62372188,94.61095671,-3.456327315,0.14110429,88.82120414,-0.841037389,0.00204499,93.82820129,-0.036386766,0.0408998,87.159198,-0.18757971,0.17791411,79.45424749,-1.047334589,0.01431493,78.64829799,-0.557522543,,,,,,,,,,,,,,86.095,98.75714286,107.728013,,106.204717,,100.128169,,105.4087129,94.84851485,96.81049505,,668665
19558,Geoff Hartlieb,MIA,0,0,0,2,0,4,6.75,6.75,2.25,0.111111111,1,0.3,0.166666666,2.25,4.39,7.255040359,6.48506799,-0.044883419,0.37878788,95.91414063,0.381820936,,,,0.36363636,94.03900146,1.747062847,,,,0.25757576,84.17158778,-1.424970571,,,,,,,,,,,,,,,,,,,114.708,92.1,71.41764706,,,,95.33636364,78.53787879,81.60454545,,664129
19562,Zack Short,DET,0,0,0,6,0,6,1.5,1.5,0,0.413793103,0.71428571,0.206896551,0,6,10.11,3.921707026,6.952851908,0.033893209,1,62.45305176,-1.622323483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,1.2,71.43333333,46.66666667,,670097
19569,David Bednar,PIT,3,3,39,66,0,67.1,10.69307011,2.806930905,0.400990129,0.294117647,0.75549451,0.394117647,0.038461538,2.004950647,2.82,2.527317532,3.863378576,2.334458113,0.57918552,96.61663208,11.63091525,,,,,,,,,,,,,0.25429864,77.88327819,1.658072967,,,,0.16651584,91.65605893,0.833633579,,,,,,,,,91.23821429,128.474883,,,,,121.1010929,117.861762,101.2162579,106.1891916,,670280
19574,JoJo Romero,STL,4,2,3,27,0,36.2,10.3090927,2.45454588,0.245454588,0.301075269,0.59585492,0.591397849,0.055555555,3.68181882,2.82,2.218676543,2.675776575,1.203904867,0.15426497,95.30930032,-1.281755026,,,,0.33756806,94.83218876,3.927804176,0.27949183,86.15250228,2.446383815,0.22867514,84.53922526,4.524761878,,,,,,,,,,,,,,,,,60.75324675,,63.74823529,85.13655914,123.124,,55.4,,83.57317518,101.2739051,96.15018248,,668941
19588,Guillo Zuñiga,STL,0,0,0,2,0,2,18,0,0,0.5,0.5,0,0,4.5,3.23,-0.744959641,0.908392113,0.063382983,0.55813953,99.39798991,0.020099733,,,,,,,0.04651163,92.21934509,-0.065646946,0.39534884,88.49994256,0.405829094,,,,,,,,,,,,,,,,,150.5,,108.95,,141.1588235,,,,123.6162791,109.5069767,108.9697674,,670871
19614,Cionel Pérez,BAL,4,2,3,65,0,53.1,7.425002301,4.556251412,0.337500105,0.317647059,0.67695962,0.607142857,0.052631578,3.543751098,3.79,3.83629054,4.526803878,0.392581969,0.26567845,96.91552106,-1.32903057,,,,0.36944128,96.35375072,0.462697808,,,,0.30102623,83.98071289,4.968976825,0.06385405,83.65597098,-3.42120041,,,,,,,,,,,,,,,101.3526316,105.6689655,109.0421538,104.5353612,,,,106.9670342,97.53792723,97.66835722,,672335
19618,Jordan Hicks,- - -,3,9,12,65,0,65.2,11.10152424,4.385787354,0.548223419,0.323170732,0.7208238,0.583333333,0.108108108,3.289340516,3.3,3.224583503,3.364289331,1.087539226,0.10771993,100.3424235,0.18229406,,,,0.6427289,100.1788746,7.532390859,,,,0.23339318,86.9181434,-1.303141039,,,,,,,0.01615799,91.54814317,0.408427,,,,,,,,,,135.9757251,116.0380799,150.2330769,,,,127.6001192,95.88122504,102.6147414,,663855
19665,Kyle Wright,ATL,1,3,0,9,7,31,9.870968046,4.935484023,1.451612948,0.368421053,0.64814815,0.602040816,0.277777777,6.96774215,5.37,5.19052429,4.053760757,-0.048174992,0.15130435,93.60785964,-1.96817651,,,,0.29913043,93.1679141,-8.81073295,0.0626087,88.730857,0.146392811,0.01391304,87.57138824,-1.327404991,0.47304348,84.45023301,2.636543747,,,,,,,,,,,,,,61.56388889,,70.69438202,81.43235294,57.775,120.0691176,,,103.4634901,95.79433875,93.87160732,,657140
19677,Gregory Soto,PHI,3,4,3,69,0,60.1,9.69613464,3.281768647,0.895027813,0.264516129,0.59105431,0.512658227,0.107142857,4.624310367,2.79,3.586532142,3.828317246,0.923860133,0.17494824,98.89925804,-1.907286599,,,,0.43374741,98.24564626,7.141090885,0.0010352,91.23560333,-0.038701233,0.39026915,88.05241835,4.131229211,,,,,,,,,,,,,,,,,98.05,,117.1846154,118.7356459,106.1297082,,,,113.5122027,99.99462254,103.3566701,,642397
19683,Mike Brosseau,MIL,0,0,0,3,0,2.1,0,3.857143383,3.857143383,0,1,0.5,0.25,3.857143383,9.18,10.11218415,7.375072499,-0.069390655,0.46666667,69.93218558,-0.5891416,,,,,,,0.53333333,60.44141769,0.609081198,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,76.6,84.9,,670712
19695,Connor Seabold,COL,1,7,0,27,13,87.1,6.904580706,2.885496414,1.958015424,0.337979094,0.60289389,0.334437086,0.134751773,7.522901366,5.13,5.751223765,5.592322195,-0.167647228,0.54417414,92.77700368,-13.02611545,,,,,,,0.13316261,80.74073205,0.851082422,0.30473752,85.46431033,-11.4769289,0.01792574,78.71449062,-2.240490679,,,,,,,,,,,,,,71.58028846,99.74642857,73.77423529,,93.30777311,,,,79.89141737,101.7597429,95.0589352,,657756
19716,Dustin May,LAD,4,1,0,9,9,48,6.375,3,0.1875,0.208955224,0.72368421,0.451851851,0.021276595,2.625,3.4,3.234207026,4.582280619,1.234876037,0.2707483,97.55320548,1.047519926,0.1414966,93.28833947,3.458585959,0.33197279,96.90013448,8.713575482,0.04217687,91.00327621,1.003366452,0.20272109,86.56179216,0.890336853,,,,,,,,,,,,,,,,0.01088435,65.58484848,148.7463087,116.9171717,116.8788618,,,112.8522936,,120.4264177,103.2248963,108.8201936,,669160
19734,Josh Rojas,ARI,0,0,0,2,0,2,4.5,4.5,0,0.545454545,0.42857143,0.181818181,0,18,12.05,3.755040359,7.061743867,0.006509866,0.36111111,72.65033428,-0.459587686,,,,,,,0.08333333,64.21899414,-0.209060229,0.25,63.74770101,0.214831911,0.30555556,42.55555309,-1.448802616,,,,,,,,,,,,,,,38,,,,,,,47.50416667,82.65833333,90.71666667,,668942
19736,Caleb Boushley,MIL,1,0,0,1,0,2.1,19.28571691,7.714286765,3.857143383,0,1,0.333333333,0.5,3.857143383,4.04,7.112183742,2.957913251,-0.066753015,0.28947368,92.11249889,0.257119227,,,,0.31578947,91.20120239,0.880611077,,,,0.23684211,81.82936605,0.216001391,0.15789474,74.9166158,-1.191804327,,,,,,,,,,,,,,,92,76.9,64.7,108.6,,,,82.93947368,98.53157895,95.87894737,,676961
19753,Jonathan Loáisiga,NYY,0,2,0,17,0,17.2,3.056604544,0.509434091,1.018868181,0.206896552,0.70422535,0.533333333,0.095238095,3.056604544,2.65,4.55692748,5.050534406,0.018900709,0.05932203,98.00497872,0.410387907,,,,0.69915254,97.90800189,4.16597319,0.09745763,90.31699006,-1.578273665,0.1440678,86.33642578,1.014010094,,,,,,,,,,,,,,,,,91.61304348,132.1147059,130.2285714,127.8187879,,,,,124.9481172,101.2531381,110.0129707,,642528
19754,Reiver Sanmartin,CIN,1,0,0,14,0,14,8.357145134,6.42857318,1.285714636,0.333333333,0.5785124,0.54347826,0.181818181,7.071430498,3.71,5.397898086,4.839817169,-0.059416272,0.11363636,90.92151925,0.688116245,,,,0.30844156,90.20727796,0.642904662,0.41558442,84.95327759,-1.937478811,0.16233766,80.15736816,-2.013925761,,,,,,,,,,,,,,,,,108.7415385,,91.41463415,99.5183908,101.248,,,,102.6414791,99.9340836,97.00996785,,665665
