playerid,Name_x,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
13896,Chris Flexen,- - -,2,8,0,29,16,102.1,6.508143525,3.342019648,2.198697137,0.332307692,0.67142857,0.390804597,0.193798449,6.859935067,6.2,6.215952504,5.124249306,-0.516265444,0.41196581,92.05051651,-19.22417535,0.29173789,88.07153606,-3.168116607,0.01652422,90.87416577,-2.520123918,0.16011396,81.13636079,2.01776053,0.0980057,80.94725001,-3.084147424,0.02165242,71.55099327,0.967784189,,,,,,,,,,,,,,92.93309609,92.0,64.78856346,48.83660131,121.7858585,,87.03093385,,82.98611693,99.33733849,92.72143429,,623167,Chris Flexen,SP,R,R,COL,29,3.099,-0.516265452,,,0,,,CHW,1.0,1750000.0,1750000.0
13942,Brent Suter,COL,4,3,0,57,2,69.1,7.139423601,3.245192546,0.389423105,0.300970874,0.64189189,0.465346534,0.044776119,3.375000248,3.23,3.442540373,4.477750558,1.307516852,,,,0.30558016,86.22824318,3.995780993,0.30380868,88.29061952,-3.281946223,0.28255093,76.34239804,5.805668052,0.10806023,76.8291656,-1.205069665,,,,,,,,,,,,,,,,,45.30853127,,100.3618242,67.64759937,98.74672131,,,,74.80614331,94.84033837,91.83969472,,608718,Brent Suter,RP,L,L,COL,34,6.161,1.307516813,,1.0,4650000,4650000.0,,CIN,1.0,3000000.0,3000000.0
14078,Michael Wacha,SDP,14,4,0,24,24,134.1,8.307692622,2.880893409,1.004962817,0.266304348,0.79710145,0.344647519,0.09090909,3.215881015,4.27,3.887794726,4.466973701,2.655260563,0.29896443,92.28517978,4.201096859,0.12426835,87.24637681,-5.86817519,0.12156686,92.14283131,2.594752293,0.34488969,81.88258302,8.080996279,,,,0.11031067,74.3063058,2.548518457,,,,,,,,,,,,,,100.8484334,85.87387755,73.40375587,84.04305085,,,95.57862319,,88.51843173,102.4077512,101.0573231,,608379,Michael Wacha,SP,R,R,SDP,32,10.062,2.655260563,,3.0,39000000,13000000.0,,KCR,2.0,32000000.0,16000000.0
14212,Josh Hader,SDP,2,3,33,61,0,56.1,13.57988288,4.792899841,0.479289984,0.263636364,0.88815789,0.354545454,0.057692307,1.278106624,2.34,2.686992971,3.520856204,1.731595635,,,,,,,0.73512476,96.3024641,10.53217407,0.03166987,88.62989761,0.312808469,0.23320537,85.87197788,6.458347425,,,,,,,,,,,,,,,,,69.03428571,,,115.4839096,108.9898305,,,,112.3912831,95.19725759,107.498237,,623352,Josh Hader,RP,L,L,SDP,30,6.115,1.731595635,,4.0,72000000,18000000.0,20325000.0,HOU,5.0,95000000.0,19000000.0
14295,Wandy Peralta,NYY,4,2,4,63,0,54.0,8.500002402,5.000001413,1.166666996,0.218045113,0.85209003,0.573529411,0.189189189,2.833334134,4.7,5.051337163,4.49900395,-0.419756144,0.04328018,95.8289024,1.301381279,,,,0.38496583,95.92629553,4.794048585,0.44077449,89.06229813,1.75311036,0.1309795,88.8017663,-4.288437959,,,,,,,,,,,,,,,,,98.94948454,,61.99583333,87.8559633,106.8356522,,,,93.65461802,95.77286203,98.07913341,,593974,Wandy Peralta,RP,L,L,NYY,32,6.168,-0.419756144,,,0,,,SDP,4.0,16500000.0,4125000.0
14309,Frankie Montas,NYY,1,0,0,1,0,1.1,6.750001609,6.750001609,0.0,0.4,1.0,0.8,0.0,0.0,3.43,4.005040538,4.005040538,0.006632674,0.11538462,95.42266846,-0.24754601,,,,0.34615385,94.45735677,-0.87089821,,,,0.23076923,88.95593262,0.285822086,,,,,,,0.30769231,85.75440979,0.215829682,,,,,,,,,,103.5,88.9,,,101.0,59.6,84.56153846,94.63461538,92.60769231,,593423,Frankie Montas,SP,R,R,NYY,31,6.015,0.006632674,,1.0,8000000,8000000.0,,CIN,1.0,16000000.0,16000000.0
14361,Ty Blach,COL,3,3,0,20,13,78.0,5.769231051,2.769230905,1.730769315,0.346303502,0.73451327,0.391791044,0.168539325,5.538461809,7.26,5.626835347,5.013352062,0.113653459,0.54984177,89.47341783,-8.474853192,,,,,,,0.22072785,80.04989219,-3.770933744,0.1653481,83.83680893,-4.716814153,0.06408228,79.09577998,-0.352985557,,,,,,,,,,,,,,20.12759857,66.26419753,,68.71683453,,,170.1794258,,74.5837421,102.3317279,87.66677519,,621389,Ty Blach,SP,R,L,COL,33,3.135,0.113653459,,,0,,,COL,1.0,0.0,
14375,Amir Garrett,KCR,0,1,0,27,0,24.1,10.35616574,7.39726124,1.479452248,0.3,0.85164835,0.475409836,0.166666666,3.328767558,4.93,5.556410523,5.050127255,-0.220334738,0.29411765,95.03884626,-0.973463181,,,,0.2605042,95.0125378,0.399691787,,,,0.44537815,86.17532982,-1.663211115,,,,,,,,,,,,,,,,,,,90.41717172,90.2,97.5259434,,,,91.70677966,90.27250471,88.17306968,,607237,Amir Garrett,RP,R,L,KCR,32,6.035,-0.220334738,,,0,,,SFG,1.0,0.0,
14527,Jorge López,- - -,6,2,3,61,0,59.0,7.474577359,3.355932692,1.830508741,0.314285714,0.68578554,0.475675675,0.214285714,5.949153408,5.41,5.763515301,4.688730368,-0.919920191,0.15010352,96.94517612,-3.663885344,,,,0.35196687,96.7481273,-3.414950512,0.11697723,89.00979263,0.459720902,0.16149068,88.5358112,-1.265363116,0.2194617,84.01910055,-3.203676745,,,,,,,,,,,,,,93.73982301,,103.8386076,105.9042813,120.3525641,126.2141509,,,111.2978724,97.9963378,101.1813349,,605347,Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,NYM,1.0,2000000.0,2000000.0
14527,Jorge López,- - -,6,2,3,61,0,59.0,7.474577359,3.355932692,1.830508741,0.314285714,0.68578554,0.475675675,0.214285714,5.949153408,5.41,5.763515301,4.688730368,-0.919920191,0.15010352,96.94517612,-3.663885344,,,,0.35196687,96.7481273,-3.414950512,0.11697723,89.00979263,0.459720902,0.16149068,88.5358112,-1.265363116,0.2194617,84.01910055,-3.203676745,,,,,,,,,,,,,,93.73982301,,103.8386076,105.9042813,120.3525641,126.2141509,,,111.2978724,97.9963378,101.1813349,,605347,Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,CHC,1.0,373978.0,373978.0
14765,Julio Urías,LAD,11,8,0,21,21,117.1,8.974432207,1.840909171,1.840909171,0.282958199,0.74723247,0.370820668,0.161073825,4.602272927,4.16,4.686858603,4.127336517,1.238222718,0.45051379,92.86554622,0.92325148,0.09248242,87.21606017,-0.71852988,,,,0.15684154,86.20262662,-8.813791618,,,,0.30016225,79.34818412,4.624642435,,,,,,,,,,,,,,91.05034483,132.4722523,90.04105642,,,,108.6403509,,104.6890743,105.2285791,106.5571044,,628711,Julio Urías,SP,L,L,LAD,27,6.117,1.238222718,,,0,,,,,,
14771,Emilio Pagán,MIN,5,2,1,66,1,69.1,8.437501547,2.725962038,0.649038581,0.220994475,0.68333333,0.315217391,0.053191489,2.985577471,3.66,3.269463439,4.573527114,1.178116325,0.54948162,95.79246456,11.93524481,0.30065975,87.72662287,8.077161606,,,,,,,,,,0.02544769,81.59459093,-0.508342896,,,,0.12346843,85.85032083,-2.723510761,,,,,,,0.00094251,,89.98148148,125.3284247,,,,92.32570533,95.43587786,110.8400438,104.0889567,107.290104,,641941,Emilio Pagán,RP,L,R,MIN,33,6.091,1.178116322,,1.0,5000000,5000000.0,,CIN,2.0,16000000.0,8000000.0
14814,Buck Farmer,CIN,4,5,3,71,0,75.0,8.400001709,3.480000708,1.320000269,0.241025641,0.72751323,0.333333333,0.111111111,4.200000854,4.07,4.615040636,4.890798341,0.61723119,0.42962357,94.02745536,-1.181557857,,,,,,,0.23076923,88.062313,-2.140259437,0.33878887,83.22043893,8.069577444,,,,,,,,,,,,,,,,0.00081833,98.17234043,,79.0634981,,120.0603865,,,,97.34754501,99.20400982,98.33674304,,571656,Buck Farmer,RP,L,R,CIN,33,6.14,0.61723119,,,0,,,CIN,1.0,2250000.0,2250000.0
14843,Michael Lorenzen,- - -,9,9,1,29,25,153.0,6.529411887,2.764705934,1.17647061,0.265765766,0.69811321,0.410480349,0.11299435,4.176470666,4.51,4.464190709,4.677545356,1.675996763,0.34756871,94.47578389,7.878174394,0.01945032,88.58217588,-2.313373487,0.1205074,93.88196015,4.963863183,0.21437632,84.58816703,0.592000306,0.2858351,84.8264915,3.025044374,0.01226216,82.72871346,-1.118823864,,,,,,,,,,,,,,95.05784314,102.6444444,97.7998782,81.58450704,116.4641557,,89.40454545,,101.3965919,100.9417303,100.681984,,547179,Michael Lorenzen,SP,R,R,PHI,32,8.159,1.67599678,,2.0,20000000,10000000.0,,TEX,1.0,4500000.0,4500000.0
14975,Chad Kuhl,WSN,0,4,1,16,5,38.1,7.278261473,6.573913589,1.878261025,0.333333333,0.5988024,0.306451612,0.150943396,8.452174614,8.79,6.776779782,6.34967478,-0.583787918,0.35194805,94.06388376,-7.885181852,,,,0.07532468,93.48260077,-2.523861438,0.04155844,87.31656837,-1.326598361,0.43376623,85.71988737,0.570857067,0.0974026,79.03737956,-3.092319209,,,,,,,,,,,,,,80.35454545,,79.17586207,97.96666667,111.0477612,105.1662162,,,102.0511188,92.71406276,94.16896069,,641771,Chad Kuhl,SP,R,R,WSN,31,6.168,-0.583787918,,,0,,,CHW,1.0,0.0,
15046,Trevor Gott,- - -,0,5,1,64,0,58.0,9.620691237,2.948276347,0.620689757,0.343023256,0.64676617,0.40229885,0.061538461,4.189655861,3.48,3.203316213,4.159658853,0.994601995,0.21801433,93.6231615,-0.175825335,,,,0.28045036,94.02517678,3.115823127,0.04094166,87.34215393,-2.499413256,0.38996929,89.37722995,2.929971654,0.07062436,80.92220406,-1.808871228,,,,,,,,,,,,,,65.67,89.88405797,86.23271028,102.2176471,,,101.9479058,,96.36556857,102.756811,97.55747747,,641627,Trevor Gott,RP,R,R,NYM,31,5.057,0.994601965,,,0,,,OAK,1.0,1500000.0,1500000.0
15264,Keynan Middleton,- - -,2,2,2,51,0,50.2,11.36842248,4.085526828,1.42105281,0.275862069,0.83333333,0.56557377,0.235294117,3.375000424,3.71,4.202408899,3.259263248,0.125933814,0.26285047,95.7374783,3.284653064,,,,,,,0.42873832,87.90173573,3.875153761,0.30841121,86.00125954,-2.772602782,,,,,,,,,,,,,,,,,98.37983651,,113.6213333,,98.42159091,,,,102.3895773,96.82819407,99.49565335,,641871,Keynan Middleton,RP,R,R,NYY,30,6.023,0.125933811,,,0,,,STL,1.0,6000000.0,6000000.0
15288,Adam Cimber,TOR,0,2,1,22,0,20.2,5.225807577,3.048387753,2.612903788,0.287878788,0.65217391,0.478873239,0.285714285,7.403227401,6.2,7.464718685,5.370543404,-0.621540904,0.41129032,85.3026131,-6.238254838,,,,0.2983871,85.16480152,5.584011827,,,,0.29032258,74.84977666,-3.929086737,,,,,,,,,,,,,,,,,,,120.0315789,94.66607143,122.2462963,,,,113.1061995,95.1,105.4743935,,643256,Adam Cimber,RP,R,R,TOR,33,5.156,-0.621540904,,,0,,,LAA,1.0,1650000.0,1650000.0
15290,Austin Pruitt,OAK,2,6,0,38,6,48.1,5.586208146,2.234483258,0.931034691,0.263513514,0.78,0.361842105,0.076923076,2.979311011,4.01,4.165385391,5.044031049,0.408033229,0.24770642,91.81501116,-1.499066312,,,,0.14941022,91.46709884,3.229942672,0.06028834,87.22201936,0.593129061,0.3774574,87.62397936,0.905424256,0.15727392,81.28063863,2.608621266,,,,,,,,,,,,,0.0078637,60.19130435,127.0718197,73.2263372,89.49229247,149.317956,,,,112.8331966,103.7133267,103.5372321,,643493,Austin Pruitt,RP,R,R,OAK,34,5.034,0.408033222,,,0,,,TEX,1.0,0.0,
15440,Matthew Boyd,DET,5,5,0,15,15,71.0,9.253522121,3.169014425,1.394366347,0.302083333,0.62034739,0.388059701,0.126436781,5.450704811,4.24,4.353632027,4.365485586,0.854604244,0.38435374,91.64313122,-3.225440327,,,,0.07142857,90.98127674,2.404173151,0.18622449,80.37260987,1.223330263,0.28401361,79.83028864,1.899518255,0.07397959,73.99624529,-2.189979225,,,,,,,,,,,,,,87.22648402,89.60229885,80.56431718,76.14512195,95.2739521,,,,86.32775891,97.81061121,95.52359932,,571510,Matthew Boyd,SP,L,L,DET,33,7.136,0.854604244,,,0,,,CLE,1.0,1750000.0,1750000.0
15474,Lucas Giolito,- - -,8,15,0,33,33,184.1,9.96021717,3.56419536,2.001808353,0.274089936,0.72830579,0.361660079,0.177489177,4.882459397,4.61,5.267698622,4.448119522,0.928597271,0.4184953,93.29917779,-11.39201792,,,,0.00094044,91.37413025,-0.018198546,0.28275862,81.0578164,-1.467500143,0.28244514,84.11954599,-2.207001146,0.0153605,78.07176738,-1.821529124,,,,,,,,,,,,,,98.62771619,81.20612245,83.73572496,,107.0788013,,,,94.52491613,101.120716,100.684848,,608337,Lucas Giolito,SP,R,R,CLE,29,6.08,0.928597271,,2.0,30000000,15000000.0,,BOS,2.0,38500000.0,19250000.0
15594,Nick Wittgren,KCR,1,0,0,27,0,29.0,5.586207999,3.413793777,0.620689778,0.29787234,0.65533981,0.447916666,0.057142857,4.965518221,4.67,4.358488853,5.457361876,0.03987835,0.36652542,92.13053197,-0.604439449,0.13347458,87.52446057,0.477926809,0.01694915,91.87857056,0.097656179,0.11864407,85.13469587,-3.291432194,0.36440678,83.12349541,1.510092691,,,,,,,,,,,,,,,,,96.26607143,,75.31352941,88.79090909,93.98313953,,86.81428571,,86.40228216,98.18319502,92.86493776,,621295,Nick Wittgren,RP,R,R,KCR,33,6.077,0.03987835,,,0,,,,,,
15734,Brad Keller,KCR,3,4,0,11,9,45.1,6.154412455,8.933824532,0.595588302,0.302325581,0.74592075,0.583333333,0.081081081,4.566176983,5.66,5.924158306,6.413291042,-0.168702975,,,,0.31014823,93.60519499,-6.017821237,0.10376283,92.83667286,0.654248897,,,,0.28164196,84.76728357,0.894204453,0.18015964,85.24072266,-0.67139836,,,,0.12428734,91.08127699,1.678123031,,,,,,,,91.36481481,120.4300578,93.81282051,66.26703297,134.9574217,,,,100.0234717,87.34886649,89.01532724,,641745,Brad Keller,SP,R,R,KCR,28,6.0,-0.168702975,,,0,,,CHW,1.0,0.0,
15761,Joe Jiménez,ATL,0,3,0,59,0,56.1,11.66272374,2.236686744,1.43787005,0.3,0.82720588,0.278911564,0.126760563,3.035503438,3.77,3.592318519,3.599205642,0.47264713,0.62286325,95.39791488,4.764841713,,,,,,,0.06944444,89.91169621,0.888281129,0.30662393,84.38004954,-1.892937396,,,,,,,,,,,,,,,,0.00106838,89.53333333,,122.3639794,,91.19930314,,,,110.484492,105.8745455,108.9115508,,641729,Joe Jiménez,RP,R,R,ATL,29,6.061,0.47264713,,,0,,,ATL,3.0,26000000.0,8666666.667
15873,Sean Manaea,SFG,7,6,1,37,10,117.2,9.790369118,3.212464867,1.070821622,0.293159609,0.63988095,0.408805031,0.118644067,4.436261007,4.21,3.900932767,4.012226037,1.150171936,0.56676413,93.57365784,8.074389383,,,,0.00292398,93.24509684,0.44837226,0.17007797,86.55199566,4.706371699,0.26023392,82.25382578,-4.945569623,,,,,,,,,,,,,,,,,89.81833811,,89.91136167,121.1,91.79497366,,,,90.91695491,100.7465512,96.17717095,,640455,Sean Manaea,SP,R,L,SFG,32,7.157,1.150171876,,2.0,24000000,12000000.0,,NYM,2.0,28000000.0,14000000.0
15890,Luis Severino,NYY,4,8,0,19,18,89.1,7.958955677,3.425373329,2.317164311,0.326086957,0.65943239,0.422297297,0.209090909,6.64925411,5.89,6.143100225,4.831928803,-0.509417668,0.44559902,96.61890636,-16.91847184,0.11858191,91.73227464,1.667778168,0.02750611,95.60975477,1.60521571,0.18520782,86.78928609,-4.275244523,0.22310513,85.32366492,-9.511430748,,,,,,,,,,,,,,,,,80.38688525,,103.0816076,92.44222222,125.9684039,,109.7065306,,103.6545207,103.2610984,101.1590321,,622663,Luis Severino,SP,R,R,NYY,30,7.17,-0.509417653,,1.0,10000000,10000000.0,,NYM,1.0,13000000.0,13000000.0
15947,Ryne Stanek,HOU,3,1,0,55,0,50.2,9.059211663,3.730263626,1.42105281,0.257575758,0.75757576,0.307142857,0.103896103,4.085526828,4.04,4.597145791,5.057173843,0.069852062,0.6408776,98.18678209,7.570540901,,,,,,,,,,0.17551963,88.59513775,-2.549118053,,,,,,,0.1812933,89.23054961,-0.978992984,,,,,,,0.00230947,,,128.2306306,,153.2644737,,,116.7713376,130.5524306,99.08020833,107.2173611,,592773,Ryne Stanek,RP,R,R,HOU,32,6.038,0.069852062,,,0,,,SEA,1.0,4000000.0,4000000.0
16128,John Curtiss,NYM,0,0,0,15,0,19.2,7.322034845,3.661017423,1.372881533,0.259259259,0.72115385,0.403508771,0.12,4.576271778,3.23,4.83131175,4.949979249,-0.037865121,0.55481728,94.08739942,1.047993645,,,,0.00332226,93.02529907,0.041571688,0.0166113,87.37172241,0.34228104,0.42524917,86.73255157,-0.41118874,,,,,,,,,,,,,,,,,45.95,,85.93154762,,104.5671875,,,,93.32533333,95.08833333,92.803,,595928,John Curtiss,RP,R,R,NYM,31,3.137,-0.037865121,,,0,,,COL,1.0,0.0,
16149,Aaron Nola,PHI,12,9,0,32,32,193.2,9.387263832,2.091222141,1.4870913,0.28460039,0.6640625,0.426199261,0.15609756,4.4612739,3.71,4.029567078,3.63165196,3.866112709,0.29608034,92.87470083,-0.218454145,0.07450599,86.47015965,0.915097654,0.18853256,91.78431728,3.336233821,0.12439261,85.99434408,0.014595661,,,,0.3164885,79.45318897,4.603650372,,,,,,,,,,,,,,70.11,,95.46307692,99.97086207,,117.6365404,110.9295652,,101.2310982,107.1815679,105.7897311,,605400,Aaron Nola,SP,R,R,PHI,31,8.076,3.866112709,,6.0,150000000,25000000.0,20325000.0,PHI,7.0,172000003.0,24571429.0
16162,Brandon Woodruff,MIL,5,1,0,11,11,67.0,9.940298507,2.014925373,1.208955224,0.203947368,0.9030837,0.364779874,0.125,2.28358209,2.82,3.598323942,3.628791498,1.450810432,0.41514861,95.8814593,4.950727526,,,,0.2147651,95.02324568,5.442865662,0.19654842,85.81068979,6.56338333,0.0987536,86.77843409,-0.382420477,0.0738255,82.93100649,0.018915474,,,,,,,,,,,,,0.00095877,110.982439,88.84512195,125.260514,107.5336245,108.2666667,,,,114.3341323,106.621093,110.1541707,,605540,Brandon Woodruff,SP,L,R,MIL,31,5.161,1.450810432,,,0,,,MIL,2.0,17500000.0,8750000.0
16207,Spencer Turnbull,DET,1,4,0,7,7,31.0,6.967742364,4.354838978,1.451612993,0.326530612,0.60416667,0.485148514,0.151515151,7.258064963,6.12,5.545363081,5.208608476,-0.051454693,,,,0.3981982,93.39043941,-2.289463237,0.2,93.91143194,1.084232256,0.10990991,88.1479172,-1.458511569,0.22342342,84.28551852,-1.542895734,0.06846847,79.20697985,-2.753278274,,,,,,,,,,,,,,122.0786885,92.35526316,91.77288889,90.57943925,104.2217742,,,,97.74324324,100.3974775,96.9581982,,605513,Spencer Turnbull,SP,R,R,DET,31,5.02,-0.051454693,,,0,,,PHI,1.0,2000000.0,2000000.0
16358,Tyler Mahle,MIN,1,2,0,5,5,25.2,9.818182061,1.753246797,1.753246797,0.265625,0.8,0.376811594,0.161290322,3.155844234,3.23,4.190105318,3.654543137,0.373107046,0.51781473,92.78348086,2.34667917,0.02137767,84.93020291,1.139210101,,,,,,,0.26365796,83.97228674,-0.103450716,,,,,,,0.19714964,85.00541227,-1.56631168,,,,,,,,,,121.690367,,103.9459459,,43.97777778,99.62409639,110.7537897,105.6356968,105.4388753,,641816,Tyler Mahle,SP,R,R,MIN,29,6.018,0.373107046,,,0,,,TEX,2.0,22000000.0,11000000.0
16400,Reynaldo López,- - -,3,7,6,68,0,66.0,11.31818362,4.636364373,1.090909264,0.276315789,0.81300813,0.392405063,0.115942028,3.272727793,4.01,3.906555615,4.059302169,0.764826417,0.64117647,98.38097841,11.46822814,,,,,,,0.05462185,88.63281766,0.405916862,0.29243697,88.08850448,-3.232106365,0.01176471,81.24518694,-0.003487527,,,,,,,,,,,,,,94.12615385,108.3363636,123.8223226,,135.2596591,,,,125.4354296,98.95929862,103.1192418,,625643,Reynaldo López,RP,R,R,CLE,30,6.004,0.764826417,,2.0,12000000,6000000.0,,ATL,3.0,30000000.0,10000000.0
16401,Yonny Chirinos,- - -,5,5,0,20,9,85.0,5.611765084,2.858823722,1.588235401,0.284644195,0.68627451,0.455516014,0.159574468,5.400000364,6.24,5.431511094,4.965805944,-0.282318816,0.01415797,93.07884618,0.086107459,,,,0.46646796,92.54396091,-1.184750799,0.00074516,89.36329651,-0.038701233,0.2585693,88.97175849,-7.54750054,,,,,,,0.26005961,85.14825282,1.582018495,,,,,,,,,,61.44166667,105.3503975,97.07052023,,,118.7851312,106.2007015,99.05799242,91.9203413,,630023,Yonny Chirinos,SP,R,R,ATL,30,5.114,-0.28231883,,,0,,,MIA,1.0,0.0,
16511,Jordan Montgomery,- - -,10,11,0,32,32,188.2,7.918728022,2.289752681,0.858657255,0.293900185,0.75564279,0.432432432,0.093264248,3.196113117,3.98,3.562460858,4.013504443,4.254639983,0.10558793,93.38051377,-2.430230357,0.01679808,88.17934122,-2.181705683,0.42646555,93.28445601,15.35424851,0.22934522,83.46240015,1.334970821,,,,0.22180322,80.49307501,5.416919973,,,,,,,,,,,,,,98.66158445,115.9446677,74.69451613,90.74690265,,,100.6,,96.57966787,101.2512323,96.15777213,,656756,Jordan Montgomery,SP,L,L,TEX,31,6.153,4.254640102,,5.0,105000000,21000000.0,,ARI,2.0,47500000.0,23750000.0
16814,Tim Hill,SDP,1,4,0,48,0,44.1,5.278196548,2.842105834,1.421052917,0.348993289,0.62138728,0.611842105,0.2,5.481204108,5.03,5.488123515,4.740769486,-0.424253106,0.45949721,90.86199302,-1.806464992,0.05586592,88.05944214,-4.313817948,0.43575419,88.82867588,-2.765313629,,,,0.04888268,83.18467494,-1.758404311,,,,,,,,,,,,,,,,,,,100.7278261,90.44950166,64.72105263,,92.340625,,94.00318119,102.4926694,100.7605809,,657612,Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,,,0,,,CHW,1.0,1800000.0,1800000.0
16814,Tim Hill,SDP,1,4,0,48,0,44.1,5.278196548,2.842105834,1.421052917,0.348993289,0.62138728,0.611842105,0.2,5.481204108,5.03,5.488123515,4.740769486,-0.424253106,0.45949721,90.86199302,-1.806464992,0.05586592,88.05944214,-4.313817948,0.43575419,88.82867588,-2.765313629,,,,0.04888268,83.18467494,-1.758404311,,,,,,,,,,,,,,,,,,,100.7278261,90.44950166,64.72105263,,92.340625,,94.00318119,102.4926694,100.7605809,,657612,Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,,,0,,,NYY,1.0,405806.0,405806.0
16918,Luke Weaver,- - -,3,6,0,29,25,123.2,7.932615147,2.91105143,2.110512287,0.330708661,0.68813131,0.354523227,0.18125,6.404313146,5.55,5.608140265,4.698730068,0.487057984,0.42249779,94.12366183,-14.2338698,0.10806023,90.23276807,2.184495516,0.01417183,93.67772484,-0.176903501,0.20017715,86.19127419,-9.090420775,0.14614703,85.67364613,-9.761715919,0.10894597,81.62784434,-1.261790629,,,,,,,,,,,,,,82.8539823,,87.8086558,,111.7874923,,98.68225806,,95.03659945,102.4452777,99.62036691,,596133,Luke Weaver,SP,R,R,NYY,30,6.112,0.487057984,,,0,,,NYY,2.0,4500000.0,2000000.0
17149,Domingo Germán,NYY,5,7,0,20,19,108.2,9.441718012,2.815950986,1.656441757,0.233333333,0.65263158,0.394463667,0.17094017,4.555214831,4.3,4.653813398,4.04131788,0.996728316,0.27723971,92.43250258,-8.025711648,,,,0.10411622,92.54625826,0.023122162,0.2094431,85.90217229,5.182075251,,,,0.40859564,82.98031503,9.983296249,,,,,,,,,,,,,0.00060533,95.84347826,94.34689349,88.66048035,81.9683908,,,,,91.77855779,100.1453397,98.39824603,,593334,Domingo Germán,SP,R,R,NYY,31,5.017,0.996728301,,,0,,,PIT,1.0,0.0,
17264,Sam Coonrod,NYM,0,0,0,10,0,6.2,8.10000309,10.80000412,0.0,0.277777778,0.53333333,0.611111111,0.0,9.450003605,4.9,5.955041389,6.699049963,-0.108224981,0.17006803,95.88427734,-0.29367603,0.29251701,93.38296012,1.03716578,0.26530612,95.19723432,-0.318921153,0.1292517,88.15617933,-0.922140129,0.14285714,82.37888881,0.00074745,,,,,,,,,,,,,,,,,98.11578947,,101.7230769,101.8710526,117.9761905,,95.0744186,,108.9388626,92.71090047,90.27109005,,656322,Sam Coonrod,RP,R,R,NYM,31,4.078,-0.108224981,,,0,,,,,,
17479,Jack Flaherty,- - -,8,9,0,29,27,144.1,9.228637739,4.115473586,1.060046227,0.356265356,0.72617946,0.426540284,0.126865671,4.988452832,5.06,4.356657026,4.360461657,1.758894581,0.41723614,93.23979341,-6.400837753,0.09149582,88.79487933,-0.204178318,0.02088079,90.22925249,-0.277274914,0.03189066,85.32283238,-0.306463558,0.24411541,84.34003265,-8.325923953,0.19438117,76.26905918,1.181873392,,,,,,,,,,,,,,68.03837209,,98.25500911,75.38653846,97.51746522,92.61367188,91.55606695,,94.96353195,99.27082444,100.0217077,,656427,Jack Flaherty,SP,R,R,BAL,28,6.006,1.758894563,,2.0,20000000,10000000.0,,DET,1.0,14000000.0,14000000.0
17496,Diego Castillo,SEA,0,0,0,8,0,8.2,7.269231302,7.269231302,2.076923229,0.208333333,0.73770492,0.538461538,0.181818181,6.230769688,5.06,7.408886818,6.50737167,-0.219139248,0.09876543,94.16287231,0.819060124,,,,0.2345679,94.02991365,-0.607601713,0.09876543,88.69762421,-0.460666575,0.56790123,86.89207392,-0.610223647,,,,,,,,,,,,,,,,,50.66,,52.78571429,76.94848485,93.93010753,,,,81.38282209,91.2809816,85.83190184,,650895,Diego Castillo,RP,R,R,SEA,30,4.15,-0.219139248,,,0,,,TEX,1.0,0.0,
17793,Trey Wingenter,DET,1,0,0,17,0,17.0,11.64706013,3.705882769,1.058823648,0.333333333,0.64655172,0.431818181,0.111111111,5.823530065,3.87,3.960922792,4.182118791,0.054594822,0.5,95.96571321,-0.565909777,,,,0.00322581,94.21130371,-0.109511994,,,,0.49354839,84.23745149,0.285657544,,,,,,,,,,,,,,,,0.00322581,,,92.25384615,,111.3477124,,,,101.7080906,87.93300971,88.14951456,,622259,Trey Wingenter,RP,R,R,DET,30,4.017,0.054594822,,,0,,,DET,1.0,0.0,
18064,Phil Maton,HOU,4,3,1,68,0,66.0,10.09091026,3.409091303,0.818181913,0.26875,0.75067024,0.429447852,0.089552238,3.000000347,3.11,3.7398889,4.236473314,0.59410888,,,,0.32146295,89.0534361,1.977840807,0.04138595,88.35050077,0.990958981,,,,0.23580366,79.64272959,0.275475673,0.40134745,73.80060327,4.543267421,,,,,,,,,,,,,,,130.822619,,45.79534884,122.9559671,,44.11538462,,99.41358852,97.91244019,104.1554067,,664208,Phil Maton,RP,R,R,HOU,31,6.047,0.59410888,,,0,,,TBR,1.0,6500000.0,6500000.0
